,3prime,tAI,max_5_UTR_length,TCGA-BH-A0DD,TCGA-BH-A0DD.1
SH3BP1,433.0,0.395530944,313.0,0.060271,0.289419481
SH3PXD2B,4870.0,0.420952884,171.0,-0.580193,-0.581043715
SHMT1,4335.0,0.394510245,509.0,-1.209632,-0.861454404
SIGLEC1,1590.0,0.42099348,0.0,0.544929,-1.123988465
SIPA1,2933.0,0.437718847,296.0,-0.954118,-0.236629055
SIRPA,3027.0,0.429235057,360.0,-1.166113,-0.704057336
SKP1,8791.0,0.433886974,179.0,-0.098986,-0.644183556
SLBP,3046.0,0.391438372,553.0,0.387511,0.570504007
SLC25A10,1929.0,0.386184273,191.0,-0.089791,0.742086141
SLC25A19,477.0,0.386093473,224.0,-0.378356,-1.904479294
SLC25A20,787.0,0.382641976,199.0,-0.453839,-0.551426126
SLC25A3,504.0,0.383836987,354.0,0.003514,0.061689563
SLC25A40,2688.0,0.363984785,375.0,0.679665,0.232881874
SLC25A6,450.0,0.487227384,137.0,0.476708,1.725713866
SLC27A3,163.0,0.439664345,91.0,-1.39148,-0.257614509
SLC39A10,2661.0,0.346494338,214.0,0.507051,-0.435334084
SLC44A1,8291.0,0.4365497,264.0,0.284244,-0.282468326
SLC9A3R1,709.0,0.400889529,235.0,0.175065,-0.783127749
SMAP2,1225.0,0.404145004,415.0,-0.210607,-0.094579068
SMC1A,5954.0,0.490702048,340.0,1.002787,0.14520577
SMG5,1363.0,0.383248033,540.0,0.241307,0.956685821
SMS,2660.0,0.417677888,252.0,0.557104,0.070064594
SMYD3,223.0,0.378821529,130.0,1.198566,0.575097255
SNRNP200,676.0,0.454045162,132.0,0.250081,0.1866437
SNRPC,474.0,0.427936125,450.0,-0.4049,0.089580809
SNRPD1,4386.0,0.384326147,161.0,0.28771,0.458499224
SNRPN,279.0,0.390283395,1145.0,-0.94846,0.183158936
SNX24,5071.0,0.338464018,185.0,0.386602,1.132012037
SNX30,6144.0,0.426743352,148.0,0.290137,0.464831178
SNX33,5086.0,0.383330712,96.0,-0.59787,0.161478702
SOD1,353.0,0.438546885,148.0,-0.405678,-0.360455132
SOD2,13436.0,0.435065133,1828.0,0.100012,-0.198717408
SP110,3922.0,0.401738483,258.0,0.507674,0.088746926
SPC24,1691.0,0.381793277,320.0,2.2602,0.920169199
SPC25,540.0,0.373816265,131.0,1.301687,1.685170132
SPCS1,3333.0,0.417439524,205.0,-0.327639,-1.091674007
SPI1,383.0,0.406748349,223.0,-0.872992,0.14136113
SPRYD4,1406.0,0.430591965,75.0,-0.970664,-0.937335004
SQSTM1,1485.0,0.412192979,360.0,-0.497041,0.226683418
SRC,2671.0,0.437602812,449.0,-0.041484,0.205222213
SRGAP2,3018.0,0.377689891,542.0,1.020603,0.093612689
SRI,5365.0,0.424260151,79.0,-0.597069,-0.20978006
SRP19,2645.0,0.430943803,189.0,-0.413593,0.120929747
SRPRB,1784.0,0.427990824,285.0,-0.67087,-0.813411601
SRR,1392.0,0.393840903,354.0,0.189259,0.25372038
SRXN1,2099.0,0.37663928,185.0,0.063801,0.785557733
SS18L2,777.0,0.45997865,208.0,-0.382006,-0.430926069
SSH1,5298.0,0.373517564,146.0,0.617612,0.137213046
SSH3,2595.0,0.376349937,178.0,0.655163,0.50095473
SSR2,592.0,0.425839932,80.0,-0.674154,-0.15823531
SSR3,3698.0,0.388415977,156.0,-0.024745,-0.393744634
SSR4,87.0,0.444947593,150.0,-0.842497,0.04360023
SSRP1,422.0,0.394601844,267.0,-0.287765,0.237454429
SSU72,400.0,0.445120823,325.0,-0.683533,0.215774193
ST13,3666.0,0.439823793,468.0,0.119089,-0.009825576
ST14,553.0,0.454138745,193.0,-0.570573,-0.414857942
STARD10,1682.0,0.427301627,944.0,-0.339483,0.119049506
STAT1,3294.0,0.408136156,388.0,1.360199,0.945958382
STAT2,1791.0,0.409862748,203.0,0.113706,0.553801179
STAT6,1168.0,0.380869476,499.0,-0.391709,-0.131907321
STMN1,1138.0,0.394107416,364.0,0.757863,0.651460944
STOM,2222.0,0.387137797,117.0,-0.994877,-1.566637809
STOML2,531.0,0.456962681,143.0,-0.332249,-0.504302896
STX11,4481.0,0.457080677,192.0,0.537607,-0.772970792
STX3,5058.0,0.403902965,547.0,-0.020144,-0.984627143
STX7,14891.0,0.417568039,327.0,-0.425484,-0.918332507
STX8,107.0,0.378438911,150.0,-1.298332,-0.221232873
SUCLG1,223.0,0.43877655,193.0,-0.441149,-0.193480198
SUFU,3380.0,0.361614756,191.0,0.069517,0.911466087
SUMF1,999.0,0.37076871,37.0,-0.768144,-0.17215804
SUPT4H1,1112.0,0.438747077,103.0,0.132235,0.84943753
SURF2,1720.0,0.440503417,48.0,0.095661,0.26136539
SURF4,2281.0,0.385472445,476.0,-0.32867,0.301478702
SURF6,4908.0,0.42467207,78.0,-0.359154,-1.389677326
SYTL1,80.0,0.364244725,197.0,-0.856693,-0.24842425
TACC3,165.0,0.385699108,155.0,1.019871,0.286066524
TADA2B,3064.0,0.464060586,151.0,-0.068146,-0.303020873
TAF12,689.0,0.435926756,522.0,0.003162,-1.731127745
TAP2,5256.0,0.374969764,175.0,0.420837,-0.401571022
TATDN2,2040.0,0.415810908,581.0,0.074972,0.537230976
TBC1D20,3109.0,0.435441414,148.0,0.06356,-0.037713689
TBC1D9B,1396.0,0.395340616,37.0,-0.050159,-0.121531398
TBCC,556.0,0.434161456,73.0,-0.34434,0.492369778
TCEAL3,260.0,0.368171822,262.0,0.341079,-1.233053688
TCEAL4,3020.0,0.432120515,489.0,0.872037,0.138913357
TCOF1,1640.0,0.41523122,108.0,0.457883,-1.166587711
TDP1,1721.0,0.418036689,317.0,0.358844,0.291280821
TDRD7,242.0,0.375852104,234.0,0.626059,0.163720927
TDRKH,973.0,0.419795099,182.0,0.786902,0.955542627
TEP1,2777.0,0.379550228,40.0,-0.331067,0.016310233
TFE3,1431.0,0.379068139,541.0,-0.187475,-0.601195064
TFEB,621.0,0.429366592,302.0,-1.283471,-0.843774544
THADA,112.0,0.415199561,352.0,0.191782,0.761058696
THBD,2144.0,0.448063145,160.0,0.604252,0.683700271
THUMPD1,2715.0,0.455087735,225.0,-0.059516,-0.165920003
THYN1,205.0,0.377954149,484.0,-0.706798,-0.510766437
TIMM50,3932.0,0.424829064,722.0,-0.147753,0.364855445
TIMM8B,2046.0,0.447942532,30.0,-0.653624,-0.033277752
TK2,3965.0,0.360054507,593.0,-0.284857,0.380290821
TLE1,571.0,0.374791795,1295.0,-1.572709,-2.180989569
TM9SF2,2020.0,0.372522209,233.0,-1.36956,-1.160950754
TMED3,1710.0,0.439016102,188.0,-1.020431,-0.134360289
TMED9,708.0,0.44685712,67.0,-0.72847,0.838675078
TMEM126A,52.0,0.406087664,295.0,-0.904472,1.09008927
TMEM199,2431.0,0.370998168,90.0,0.058789,-0.295582044
TMEM63A,1407.0,0.385482014,622.0,-0.60358,-0.601676078
TMOD1,2050.0,0.392927141,213.0,-3.431212,-0.743180178
TMSB10,278.0,0.470652003,95.0,-0.48304,3.238815611
TNFAIP2,2079.0,0.44214387,131.0,1.212383,0.542234211
TNFAIP3,1995.0,0.416242917,370.0,0.222995,0.639736858
TNFAIP8L2,497.0,0.440670719,126.0,-0.982826,0.552533021
TNIP1,770.0,0.448321216,241.0,-0.471353,-0.433056458
TNK2,822.0,0.420245651,543.0,-0.719741,0.10872298
TNPO2,2070.0,0.408799881,358.0,0.738964,0.293811876
TNRC18,1316.0,0.449521205,349.0,0.575223,0.72284171
TOMM5,518.0,0.441712708,107.0,-0.1869,-0.246377836
TOP2A,1003.0,0.364102812,159.0,4.779237,2.226342536
TOR1A,3160.0,0.446121485,77.0,-0.155475,0.58997445
TPD52L2,1600.0,0.385071878,138.0,-0.550801,-0.493569222
TPI1,620.0,0.479135356,527.0,-0.019938,-0.074331595
TPM1,757.0,0.403626605,257.0,0.300312,-0.49018238
TRAF1,7433.0,0.438949906,572.0,-0.112281,0.024121472
TRAF3,5716.0,0.386659664,353.0,0.012737,0.184556742
TRAF6,6100.0,0.426668941,381.0,0.077733,0.376878884
TRAPPC3,634.0,0.441060625,519.0,-0.287616,0.267093102
TRAPPC5,42.0,0.453352607,241.0,-0.076057,0.610924857
TRAPPC6B,2539.0,0.437369008,335.0,-0.137572,-0.035353907
TRAPPC9,3079.0,0.431357199,134.0,1.001065,0.284151856
TRIM11,3522.0,0.453298916,255.0,0.281625,0.641834916
TRIM13,5308.0,0.419190719,763.0,-1.307185,-1.485244358
TRIM14,3117.0,0.369225689,165.0,0.266749,0.269514843
TRIM22,1215.0,0.424423711,379.0,0.588687,0.686897922
TRIM26,1431.0,0.384319522,565.0,-0.343479,0.121452748
TRIM27,2956.0,0.441704825,359.0,-0.374907,0.218338544
TRIM41,1657.0,0.454716896,737.0,-0.077898,-0.108477922
TRIM5,2312.0,0.426412011,303.0,0.12552,-0.539864284
TRIP12,3739.0,0.40441217,297.0,0.192454,-0.056599675
TRIP13,2852.0,0.433721983,145.0,0.897714,0.78528738
TRMT5,3660.0,0.405137655,572.0,0.615127,0.296269672
TRUB2,4655.0,0.434714666,759.0,-0.261669,-0.417815096
TSFM,1390.0,0.429356434,57.0,-0.187268,0.112528933
TSPAN14,15147.0,0.398868986,305.0,-0.171191,-0.818583278
TSPYL1,7303.0,0.373212405,287.0,-0.138395,0.116600489
TSR2,1366.0,0.464925113,443.0,-0.752347,-0.200065557
TTC39C,3394.0,0.378954091,452.0,-0.285158,-0.16580052
TTC7A,2213.0,0.393400181,1272.0,-1.088399,-0.564522099
TTPAL,5319.0,0.425556123,145.0,0.606314,0.115155278
TUBA1C,110.0,0.451729991,576.0,0.204163,0.626697807
TUBA4A,644.0,0.402818439,556.0,-3.614617,-0.395972729
TUBB,1030.0,0.390058461,509.0,0.191764,1.149646144
TUBB6,2302.0,0.468445054,1139.0,-1.211879,0.129434047
TUBGCP4,1934.0,0.368175973,296.0,1.168164,0.736809973
TUSC1,1294.0,0.429789613,537.0,-0.117046,-0.029608537
TXNL4A,3129.0,0.472736328,466.0,0.255124,-0.233580173
TYMP,18.0,0.429537249,376.0,0.906102,0.946036704
TYMS,581.0,0.364557025,159.0,1.639569,0.876177489
TYROBP,168.0,0.417048036,81.0,-0.935967,-1.112832204
UBAP2L,353.0,0.367068802,167.0,0.148756,-0.026090162
UBE2B,4002.0,0.405496028,420.0,-0.300771,-0.059964238
UBE2E1,1034.0,0.417917446,229.0,-0.361475,0.144533699
UBE2L3,2365.0,0.455573936,198.0,-0.034748,-0.00995051
UBE2L6,703.0,0.431638779,653.0,0.12671,0.667199624
UBE4B,1283.0,0.418913915,688.0,-0.570709,-0.091822506
UBIAD1,2303.0,0.446280173,334.0,-0.17491,-0.152341648
UBR4,797.0,0.387393976,4.0,0.043114,-0.03435545
UBTF,2209.0,0.400105612,296.0,0.486937,-0.064776647
UBXN1,220.0,0.422601268,194.0,0.098053,0.325948341
UCK2,4043.0,0.447469338,640.0,0.041125,0.589297048
UGGT1,5935.0,0.374564832,178.0,0.363227,0.174150635
UHRF1BP1,5130.0,0.373569339,234.0,0.811816,-0.117927774
UNC45A,377.0,0.475530537,1022.0,-0.181622,0.195098271
UNG,1024.0,0.368897526,209.0,0.856087,0.67414875
UNK,1388.0,0.447315534,42.0,-0.453002,-0.826320688
UQCR11,4379.0,0.470309826,75.0,-0.116446,1.098450794
UQCRC1,129.0,0.462829321,45.0,-0.386726,0.121564176
UQCRH,193.0,0.365128489,320.0,-0.397303,0.576397352
UROD,171.0,0.391539164,133.0,-0.127597,0.924737386
UROS,3849.0,0.422413435,266.0,0.03317,0.035075228
USP18,580.0,0.434940763,338.0,1.433094,1.459047547
USP39,571.0,0.39295741,223.0,-0.099588,-0.334023811
UTP6,2466.0,0.429918331,83.0,-0.360153,-0.181687722
VAC14,489.0,0.396517204,827.0,0.421495,0.401122165
VAMP8,451.0,0.398153421,156.0,-0.939979,-1.202961891
VASP,824.0,0.388921088,342.0,-0.548522,-0.43107183
VAT1,1456.0,0.406330787,120.0,-0.433662,-0.08135313
VDAC3,475.0,0.440388181,210.0,-0.165693,0.246920506
VDR,3209.0,0.450036866,401.0,0.252282,-0.120601226
VGLL4,2489.0,0.432812067,506.0,-0.586488,0.003655064
VIM,431.0,0.411136971,462.0,-1.473218,-0.222147942
VPS28,291.0,0.476756313,109.0,0.141899,0.096827693
VPS33B,559.0,0.447669729,583.0,-0.220119,0.131720007
VPS39,2053.0,0.440628838,173.0,0.247501,0.350580131
VPS52,2870.0,0.393546356,887.0,-0.181905,0.37311578
WASF2,4090.0,0.365213822,245.0,-0.382199,-0.697894635
WBP2,1040.0,0.392225719,515.0,-1.286279,-1.095729814
WDFY2,7044.0,0.36603015,340.0,-0.788233,-0.216997878
WDR1,1039.0,0.393247178,368.0,-0.016346,-0.200481557
WDR36,3619.0,0.40459335,117.0,0.300526,0.029319378
WDR37,8068.0,0.365587877,173.0,-0.590355,0.272468493
WDR4,293.0,0.380589271,581.0,-0.072267,0.291199263
WDR47,1216.0,0.402106333,376.0,-0.153297,0.204758534
WDR48,1924.0,0.419028298,472.0,0.123528,0.288780377
WDR5,1979.0,0.401607191,171.0,0.050366,0.521006498
WDR54,97.0,0.394793766,128.0,0.420811,1.143734857
WDR61,197.0,0.411764619,310.0,-0.320439,0.562891694
WDR77,4184.0,0.412330102,139.0,-0.49741,0.19038216
WDR91,4946.0,0.380864599,823.0,-0.3744,-0.129833492
WDR92,2520.0,0.427217839,117.0,0.184745,0.658819044
YTHDF1,1279.0,0.384821843,294.0,0.310293,-0.187721333
YTHDF3,3082.0,0.406652071,509.0,0.321609,-0.247325701
YY1,5192.0,0.440120149,480.0,0.219992,-1.249776331
ZBED1,2221.0,0.457533868,282.0,0.003404,0.07413629
ZBTB8OS,1087.0,0.406816332,276.0,-0.750462,0.58827073
ZC3H12A,768.0,0.421626239,1056.0,-1.657863,-0.346700953
ZC3H4,2169.0,0.436042942,38.0,0.499212,-0.131349194
ZCCHC2,2006.0,0.404185753,0.0,1.436069,1.026927693
ZFP36L1,2846.0,0.395541595,976.0,-0.314988,-0.101576533
ZMAT2,1942.0,0.460376067,101.0,-0.371079,-0.722808342
ZMIZ2,4165.0,0.419562196,128.0,0.747026,-0.272923492
ZMYM3,1292.0,0.378831729,749.0,0.625532,0.387705096
ZNF207,13817.0,0.386696564,148.0,0.169131,-0.62234744
ZNF414,113.0,0.422835658,118.0,-0.473929,-2.856689829
ZNF511,243.0,0.452392726,55.0,-0.782164,0.474949493
ZNF516,4816.0,0.393186692,318.0,1.058305,-0.067966951
ZNF622,1298.0,0.463753859,120.0,-0.861042,-0.617648378
ZNHIT2,49.0,0.440612513,85.0,-0.639679,0.307873212
ZNHIT3,419.0,0.425204303,73.0,1.780979,-2.358407096
ZWINT,4585.0,0.411772707,37.0,1.367728,1.157363652
