,3prime,tAI,max_5_UTR_length,TCGA-A8-A076,TCGA-A8-A076.1
SLC25A42,2156.0,0.366871382,156.0,-0.267825,0.096960338
SLC25A6,450.0,0.487227384,137.0,-0.068252,0.280441875
SLC27A3,163.0,0.439664345,91.0,-0.246139,-0.098135839
SLC39A10,2661.0,0.346494338,214.0,0.206646,-0.154413749
SLC44A1,8291.0,0.4365497,264.0,0.059132,-0.291089088
SLC9A3R1,709.0,0.400889529,235.0,1.092638,-0.04777986
SMAP2,1225.0,0.404145004,415.0,-0.266903,-0.22122032
SMC1A,5954.0,0.490702048,340.0,0.352949,-0.170832684
SMG5,1363.0,0.383248033,540.0,0.041702,0.014162727
SMS,2660.0,0.417677888,252.0,0.53631,-0.11708561
SMYD3,223.0,0.378821529,130.0,0.52617,0.171469699
SNRNP200,676.0,0.454045162,132.0,0.089901,0.045434287
SNRPC,474.0,0.427936125,450.0,0.651981,-0.134164514
SNRPD1,4386.0,0.384326147,161.0,-0.325945,-0.083531645
SNRPN,279.0,0.390283395,1145.0,0.202339,0.058225985
SNX24,5071.0,0.338464018,185.0,-0.537705,0.053309029
SNX30,6144.0,0.426743352,148.0,0.891495,0.355454713
SNX33,5086.0,0.383330712,96.0,-0.452722,-0.136622021
SOD1,353.0,0.438546885,148.0,0.369924,-0.349395374
SOD2,13436.0,0.435065133,1828.0,-0.698775,-0.064783894
SP110,3922.0,0.401738483,258.0,0.765038,0.039848429
SPC24,1691.0,0.381793277,320.0,1.277356,-0.14745478
SPC25,540.0,0.373816265,131.0,0.522254,-0.212169523
SPCS1,3333.0,0.417439524,205.0,0.694303,0.444660141
SPI1,383.0,0.406748349,223.0,0.329524,0.340893793
SPRYD4,1406.0,0.430591965,75.0,0.870129,-0.098256507
SQSTM1,1485.0,0.412192979,360.0,-0.757517,-0.483107079
SRC,2671.0,0.437602812,449.0,1.26063,0.426462861
SRGAP2,3018.0,0.377689891,542.0,0.374609,0.126151703
SRI,5365.0,0.424260151,79.0,-0.984245,-0.404755853
SRP19,2645.0,0.430943803,189.0,0.061935,0.199129791
SRPRB,1784.0,0.427990824,285.0,0.240875,0.791227412
SRR,1392.0,0.393840903,354.0,-0.88235,-0.555533342
SRXN1,2099.0,0.37663928,185.0,0.727872,0.133537004
SS18L2,777.0,0.45997865,208.0,0.11184,-0.499621558
SSH1,5298.0,0.373517564,146.0,0.275845,-0.031562202
SSH3,2595.0,0.376349937,178.0,0.121858,0.045621152
SSR2,592.0,0.425839932,80.0,0.249012,0.002937829
SSR3,3698.0,0.388415977,156.0,0.251444,0.121163896
SSR4,87.0,0.444947593,150.0,0.174928,0.464415086
SSRP1,422.0,0.394601844,267.0,0.175423,-0.013459586
SSU72,400.0,0.445120823,325.0,-0.600233,0.144616331
ST13,3666.0,0.439823793,468.0,-0.287911,-0.301517445
ST14,553.0,0.454138745,193.0,1.143237,-0.082564498
ST3GAL4,594.0,0.39537481,557.0,0.817087,-0.245235
STARD10,1682.0,0.427301627,944.0,1.291923,0.326201599
STAT1,3294.0,0.408136156,388.0,0.984472,-0.054915633
STAT2,1791.0,0.409862748,203.0,0.864562,0.427140115
STAT6,1168.0,0.380869476,499.0,-0.043162,0.14388887
STMN1,1138.0,0.394107416,364.0,0.244124,-0.338986435
STOM,2222.0,0.387137797,117.0,-1.702521,-0.21138586
STOML2,531.0,0.456962681,143.0,0.001758,-0.375895259
STX3,5058.0,0.403902965,547.0,-0.168329,0.213596634
STX7,14891.0,0.417568039,327.0,-0.08563,0.05387514
STX8,107.0,0.378438911,150.0,-0.27662,0.119237393
SUCLG1,223.0,0.43877655,193.0,-0.279012,-0.158425977
SUFU,3380.0,0.361614756,191.0,-0.414939,-0.176885415
SUMF1,999.0,0.37076871,37.0,0.412403,0.105179275
SUPT4H1,1112.0,0.438747077,103.0,0.043597,-0.00975538
SURF2,1720.0,0.440503417,48.0,0.354466,0.219329543
SURF4,2281.0,0.385472445,476.0,0.553381,0.601893682
SURF6,4908.0,0.42467207,78.0,0.216009,0.560300856
SVIP,4195.0,0.357937352,217.0,-0.051541,0.001192552
SYTL1,80.0,0.364244725,197.0,-0.785729,-0.149822443
TACC3,165.0,0.385699108,155.0,0.183268,-0.253959049
TADA2B,3064.0,0.464060586,151.0,-0.036883,0.165641628
TAF12,689.0,0.435926756,522.0,-0.709844,0.474779821
TAP2,5256.0,0.374969764,175.0,0.045606,0.196028589
TATDN2,2040.0,0.415810908,581.0,-0.022042,-0.235437045
TBC1D20,3109.0,0.435441414,148.0,0.700849,0.755899859
TBC1D9B,1396.0,0.395340616,37.0,-0.155806,0.091682007
TBCC,556.0,0.434161456,73.0,0.426068,0.134444409
TCEAL3,260.0,0.368171822,262.0,-1.29288,-0.366351734
TCEAL4,3020.0,0.432120515,489.0,-1.005688,-0.591878511
TCOF1,1640.0,0.41523122,108.0,-0.46376,0.023984724
TDP1,1721.0,0.418036689,317.0,0.280295,0.095434494
TDRD7,242.0,0.375852104,234.0,0.366472,0.295675392
TDRKH,973.0,0.419795099,182.0,0.31025,-0.112259489
TEP1,2777.0,0.379550228,40.0,0.484479,0.161391918
TFE3,1431.0,0.379068139,541.0,-0.104898,0.350247262
TFEB,621.0,0.429366592,302.0,-0.535076,0.148839473
THADA,112.0,0.415199561,352.0,0.085199,0.026741692
THBD,2144.0,0.448063145,160.0,-0.670925,0.099166113
THUMPD1,2715.0,0.455087735,225.0,0.252721,-0.006762935
THYN1,205.0,0.377954149,484.0,-0.144875,0.011531237
TIMM50,3932.0,0.424829064,722.0,0.162379,0.152443272
TIMM8B,2046.0,0.447942532,30.0,0.709242,0.265992557
TK2,3965.0,0.360054507,593.0,0.344752,0.199390154
TLE1,571.0,0.374791795,1295.0,-0.611822,-0.973424513
TM9SF2,2020.0,0.372522209,233.0,0.194826,0.209269597
TMED3,1710.0,0.439016102,188.0,0.732492,0.750291172
TMED9,708.0,0.44685712,67.0,0.351534,0.223748357
TMEM126A,52.0,0.406087664,295.0,-0.009431,-0.214815675
TMEM199,2431.0,0.370998168,90.0,-0.281811,0.310150665
TMEM63A,1407.0,0.385482014,622.0,0.935886,0.497501719
TMOD1,2050.0,0.392927141,213.0,-0.869369,-0.398720847
TMSB10,278.0,0.470652003,95.0,0.476547,0.127306227
TNFAIP2,2079.0,0.44214387,131.0,-1.409752,-0.831526925
TNFAIP3,1995.0,0.416242917,370.0,-0.928842,-0.130749893
TNFAIP8L2,497.0,0.440670719,126.0,-0.064014,-0.153859837
TNIP1,770.0,0.448321216,241.0,-0.716991,-0.064636185
TNK2,822.0,0.420245651,543.0,-0.304333,0.102587135
TNPO2,2070.0,0.408799881,358.0,-0.055879,0.03566266
TNRC18,1316.0,0.449521205,349.0,0.451513,0.029069203
TOMM5,518.0,0.441712708,107.0,0.06764,0.163383227
TOMM6,1957.0,0.431553434,255.0,0.479099,-0.189806883
TOP2A,1003.0,0.364102812,159.0,3.452059,1.36755715
TOR1A,3160.0,0.446121485,77.0,0.029628,-0.252001768
TPD52L2,1600.0,0.385071878,138.0,1.183808,0.327466688
TPI1,620.0,0.479135356,527.0,0.124297,-0.178939727
TPM1,757.0,0.403626605,257.0,-0.432181,0.217842426
TRAF1,7433.0,0.438949906,572.0,-0.967003,0.059366022
TRAF3,5716.0,0.386659664,353.0,-0.270985,-0.299156499
TRAF6,6100.0,0.426668941,381.0,0.166844,0.073283544
TRAPPC3,634.0,0.441060625,519.0,-0.077233,-0.073633117
TRAPPC5,42.0,0.453352607,241.0,0.094702,-0.049145207
TRAPPC6B,2539.0,0.437369008,335.0,0.248352,0.281896668
TRAPPC9,3079.0,0.431357199,134.0,0.457177,-0.039075645
TRIM11,3522.0,0.453298916,255.0,0.30904,0.342783462
TRIM13,5308.0,0.419190719,763.0,-0.057471,-0.669927641
TRIM14,3117.0,0.369225689,165.0,0.357399,-0.112503444
TRIM22,1215.0,0.424423711,379.0,-0.266923,-0.006948624
TRIM26,1431.0,0.384319522,565.0,0.688042,0.090117957
TRIM27,2956.0,0.441704825,359.0,0.554214,0.124466956
TRIM41,1657.0,0.454716896,737.0,-0.647281,0.201506103
TRIM5,2312.0,0.426412011,303.0,0.09449,0.638412394
TRIP12,3739.0,0.40441217,297.0,0.450712,0.202881538
TRIP13,2852.0,0.433721983,145.0,-0.062311,-0.512385378
TRMT5,3660.0,0.405137655,572.0,0.470234,0.037083412
TRUB2,4655.0,0.434714666,759.0,0.210787,0.181929711
TSFM,1390.0,0.429356434,57.0,0.065809,-0.158781432
TSPAN14,15147.0,0.398868986,305.0,-0.072736,-0.204401201
TSPYL1,7303.0,0.373212405,287.0,0.061535,0.211811929
TSR2,1366.0,0.464925113,443.0,0.20691,0.167181492
TTC39C,3394.0,0.378954091,452.0,-1.042545,-0.424320108
TTC7A,2213.0,0.393400181,1272.0,-0.410984,-0.390955315
TTPAL,5319.0,0.425556123,145.0,0.598245,-0.067023566
TUBA1C,110.0,0.451729991,576.0,0.435761,-0.120502798
TUBA4A,644.0,0.402818439,556.0,-2.472013,-0.919873765
TUBB,1030.0,0.390058461,509.0,0.320022,-0.311211327
TUBB6,2302.0,0.468445054,1139.0,-0.436494,0.134777856
TUBGCP4,1934.0,0.368175973,296.0,-0.229925,-0.154176206
TUSC1,1294.0,0.429789613,537.0,-0.621183,0.128119434
TXNL4A,3129.0,0.472736328,466.0,0.259537,0.25812909
TYMP,18.0,0.429537249,376.0,0.377171,-0.311506252
TYMS,581.0,0.364557025,159.0,-0.855976,-0.521669284
TYROBP,168.0,0.417048036,81.0,0.111223,0.683133625
UBAP2L,353.0,0.367068802,167.0,-0.005941,-0.080220314
UBE2B,4002.0,0.405496028,420.0,-0.334094,-0.338271424
UBE2E1,1034.0,0.417917446,229.0,0.208486,-0.121152468
UBE2L3,2365.0,0.455573936,198.0,-0.123996,-0.179420004
UBE2L6,703.0,0.431638779,653.0,1.182709,0.229421915
UBE4B,1283.0,0.418913915,688.0,-0.421582,-0.275593763
UBIAD1,2303.0,0.446280173,334.0,-0.406288,0.009417203
UBR4,797.0,0.387393976,4.0,-0.297699,-0.171965963
UBTF,2209.0,0.400105612,296.0,-0.348469,0.091941118
UBXN1,220.0,0.422601268,194.0,-0.480928,0.079183931
UCK2,4043.0,0.447469338,640.0,0.723604,0.262608142
UGGT1,5935.0,0.374564832,178.0,0.880763,0.345753622
UHRF1BP1,5130.0,0.373569339,234.0,0.613033,0.293861497
UNC45A,377.0,0.475530537,1022.0,-0.376055,-0.067504177
UNG,1024.0,0.368897526,209.0,0.733985,0.200058189
UNK,1388.0,0.447315534,42.0,-0.392304,-0.047117317
UQCR11,4379.0,0.470309826,75.0,-0.565331,-0.57655634
UQCRC1,129.0,0.462829321,45.0,0.102099,-0.282303235
UQCRH,193.0,0.365128489,320.0,-0.037856,0.056476748
UROD,171.0,0.391539164,133.0,-0.34986,-0.055711021
UROS,3849.0,0.422413435,266.0,-0.167327,0.016385564
USP18,580.0,0.434940763,338.0,1.064913,-0.017381583
USP39,571.0,0.39295741,223.0,-0.000584,0.09313458
UTP6,2466.0,0.429918331,83.0,-0.538505,-0.051369084
VAC14,489.0,0.396517204,827.0,0.064633,0.139872201
VAMP8,451.0,0.398153421,156.0,-0.105814,0.376840557
VASP,824.0,0.388921088,342.0,-0.065433,0.163914129
VAT1,1456.0,0.406330787,120.0,-0.648796,-0.181062432
VDAC3,475.0,0.440388181,210.0,0.584382,-0.261976372
VDR,3209.0,0.450036866,401.0,-0.944084,-0.059609641
VGLL4,2489.0,0.432812067,506.0,-0.223006,0.185341399
VIM,431.0,0.411136971,462.0,-0.111418,0.4422338
VPS28,291.0,0.476756313,109.0,0.539973,0.169394982
VPS33B,559.0,0.447669729,583.0,-0.047101,-0.00682371
VPS39,2053.0,0.440628838,173.0,-0.150951,0.165665921
VPS52,2870.0,0.393546356,887.0,0.571447,-0.007428565
WASF2,4090.0,0.365213822,245.0,-0.379245,-0.047628
WBP2,1040.0,0.392225719,515.0,-0.703355,-0.768436771
WDR1,1039.0,0.393247178,368.0,0.011797,-0.018392016
WDR36,3619.0,0.40459335,117.0,-0.015337,0.171350436
WDR37,8068.0,0.365587877,173.0,0.019513,-0.13721611
WDR4,293.0,0.380589271,581.0,0.370929,-0.158494364
WDR47,1216.0,0.402106333,376.0,-0.104568,0.052900854
WDR48,1924.0,0.419028298,472.0,-0.010967,-0.031819203
WDR5,1979.0,0.401607191,171.0,0.419118,0.117149765
WDR54,97.0,0.394793766,128.0,-0.467919,-0.325405446
WDR61,197.0,0.411764619,310.0,-0.294413,-0.180032538
WDR77,4184.0,0.412330102,139.0,-0.314823,-0.174175872
WDR91,4946.0,0.380864599,823.0,-0.077384,0.075091811
WDR92,2520.0,0.427217839,117.0,-0.077684,-0.102413767
YTHDF1,1279.0,0.384821843,294.0,0.952108,0.404262374
YTHDF3,3082.0,0.406652071,509.0,0.60078,0.078580344
YY1,5192.0,0.440120149,480.0,0.521934,0.179530118
ZBED1,2221.0,0.457533868,282.0,-0.102113,-0.199918341
ZBTB8OS,1087.0,0.406816332,276.0,0.317608,-0.265270922
ZC3H12A,768.0,0.421626239,1056.0,-0.162606,0.000998087
ZC3H4,2169.0,0.436042942,38.0,0.025802,0.054826855
ZFP36L1,2846.0,0.395541595,976.0,-0.230519,0.130886647
ZMAT2,1942.0,0.460376067,101.0,-0.045504,-0.009008335
ZMIZ2,4165.0,0.419562196,128.0,-0.434565,-0.085777762
ZMYM3,1292.0,0.378831729,749.0,0.411938,0.093765956
ZNF207,13817.0,0.386696564,148.0,-0.075552,0.016481394
ZNF414,113.0,0.422835658,118.0,-0.57752,0.266684687
ZNF511,243.0,0.452392726,55.0,0.338003,-0.277716506
ZNF516,4816.0,0.393186692,318.0,-0.079252,-0.171374198
ZNF622,1298.0,0.463753859,120.0,0.777878,0.356918659
ZNHIT2,49.0,0.440612513,85.0,0.037585,0.057150867
ZWINT,4585.0,0.411772707,37.0,0.479837,-0.228016064
