,3prime,tAI,max_5_UTR_length,TCGA-AO-A12F,TCGA-AO-A12F.1
SEC11C,205.0,0.423646802,92.0,-0.793321,0.020466843
SEC13,332.0,0.457264526,210.0,0.107877,-0.391827092
SEC14L1,2986.0,0.420320088,665.0,0.438455,-0.696782855
SEC22A,2559.0,0.422343815,79.0,-0.511073,-0.103420695
SEC24B,1221.0,0.400931805,155.0,-0.336064,-0.091773967
SEC24D,2115.0,0.386600041,297.0,-0.877951,-0.472944959
SEC61B,270.0,0.404562259,76.0,0.28593,0.756832347
SEMA3F,960.0,0.38837398,318.0,-1.359408,-0.50094736
SEMA4A,755.0,0.412797256,345.0,1.06299,-0.251939249
SEMA4D,2318.0,0.393173667,572.0,-0.427697,0.192573562
SERPINA1,1707.0,0.420489385,573.0,-2.482329,-0.215121855
SERPINB8,2096.0,0.38524815,520.0,-0.335291,-0.011647754
SETMAR,321.0,0.414235412,398.0,-0.432935,-0.234955389
SF1,2419.0,0.374481437,721.0,-0.096737,0.277980047
SF3B2,563.0,0.453902675,40.0,0.464382,0.263240361
SFXN4,500.0,0.402513841,45.0,-0.443921,0.034739947
SH3BP1,433.0,0.395530944,313.0,0.910569,0.083062215
SH3PXD2B,4870.0,0.420952884,171.0,0.475513,0.118407628
SHMT1,4335.0,0.394510245,509.0,0.745019,0.321975087
SIGLEC1,1590.0,0.42099348,0.0,-1.948462,-0.048675637
SIPA1,2933.0,0.437718847,296.0,-0.830434,-0.360660862
SIRPA,3027.0,0.429235057,360.0,-0.223616,0.131442167
SKP1,8791.0,0.433886974,179.0,-1.259208,-0.249177154
SLBP,3046.0,0.391438372,553.0,0.102905,0.166269239
SLC25A10,1929.0,0.386184273,191.0,0.230349,-0.438467777
SLC25A19,477.0,0.386093473,224.0,0.518262,0.108695343
SLC25A20,787.0,0.382641976,199.0,-0.472236,-0.287393955
SLC25A3,504.0,0.383836987,354.0,0.116719,0.37836574
SLC25A40,2688.0,0.363984785,375.0,-0.614731,-0.19412382
SLC25A6,450.0,0.487227384,137.0,-0.680119,-0.450341269
SLC27A3,163.0,0.439664345,91.0,-1.152086,-0.33929898
SLC39A10,2661.0,0.346494338,214.0,0.213786,0.309647407
SLC43A2,6357.0,0.437839378,341.0,0.906941,0.418849148
SLC44A1,8291.0,0.4365497,264.0,-0.660705,-0.346047912
SLC9A3R1,709.0,0.400889529,235.0,-1.292572,-0.838094032
SMAP2,1225.0,0.404145004,415.0,-0.452305,-0.420241346
SMC1A,5954.0,0.490702048,340.0,0.253002,0.313859676
SMG5,1363.0,0.383248033,540.0,0.160285,0.478289931
SMS,2660.0,0.417677888,252.0,0.608101,-0.205057591
SMYD3,223.0,0.378821529,130.0,0.551006,0.320492625
SNRNP200,676.0,0.454045162,132.0,0.244122,0.272441743
SNRPC,474.0,0.427936125,450.0,0.564935,0.186128246
SNRPD1,4386.0,0.384326147,161.0,1.396504,0.45355005
SNRPN,279.0,0.390283395,1145.0,-1.003838,0.060225039
SNX24,5071.0,0.338464018,185.0,-2.076069,-0.576651738
SNX30,6144.0,0.426743352,148.0,-0.757756,0.002465159
SNX33,5086.0,0.383330712,96.0,-1.16815,-0.266783865
SOD1,353.0,0.438546885,148.0,0.282523,-0.830909488
SOD2,13436.0,0.435065133,1828.0,0.455086,-0.224955786
SP110,3922.0,0.401738483,258.0,-1.260924,-0.79442
SPC24,1691.0,0.381793277,320.0,0.453462,0.035580716
SPC25,540.0,0.373816265,131.0,0.638992,0.097314129
SPCS1,3333.0,0.417439524,205.0,0.092424,0.117862845
SPI1,383.0,0.406748349,223.0,-1.133588,-0.558975426
SPRYD4,1406.0,0.430591965,75.0,-0.76961,-0.347943765
SQSTM1,1485.0,0.412192979,360.0,-1.74313,-1.148853667
SRC,2671.0,0.437602812,449.0,0.747718,0.021058675
SRGAP2,3018.0,0.377689891,542.0,0.627071,0.338097566
SRI,5365.0,0.424260151,79.0,0.124504,-0.422600951
SRP19,2645.0,0.430943803,189.0,-0.364895,-0.164943576
SRPRB,1784.0,0.427990824,285.0,-0.299545,0.56746595
SRR,1392.0,0.393840903,354.0,-0.686659,0.147460448
SRXN1,2099.0,0.37663928,185.0,-0.517808,-0.80665936
SS18L2,777.0,0.45997865,208.0,1.214447,-0.019717261
SSH1,5298.0,0.373517564,146.0,-0.304551,-0.171459518
SSH3,2595.0,0.376349937,178.0,0.218623,-0.345172408
SSR2,592.0,0.425839932,80.0,0.728817,-1.319248984
SSR3,3698.0,0.388415977,156.0,-0.278548,-1.12167988
SSR4,87.0,0.444947593,150.0,0.953115,0.215390149
SSRP1,422.0,0.394601844,267.0,0.446027,0.102146354
SSU72,400.0,0.445120823,325.0,-1.074181,-0.239639079
ST13,3666.0,0.439823793,468.0,0.20722,0.328164743
ST14,553.0,0.454138745,193.0,0.409067,-0.432160428
ST3GAL4,594.0,0.39537481,557.0,1.167646,-0.057792419
STARD10,1682.0,0.427301627,944.0,-2.745152,-1.277482534
STAT1,3294.0,0.408136156,388.0,-1.801771,-1.00437
STAT2,1791.0,0.409862748,203.0,-1.181826,-0.578040926
STAT6,1168.0,0.380869476,499.0,-0.931112,-0.430512495
STMN1,1138.0,0.394107416,364.0,1.80751,0.613128737
STOM,2222.0,0.387137797,117.0,-0.412881,-0.52244972
STOML2,531.0,0.456962681,143.0,0.739726,0.451102396
STX3,5058.0,0.403902965,547.0,-0.15822,0.056078472
STX7,14891.0,0.417568039,327.0,-0.211324,0.1100101
STX8,107.0,0.378438911,150.0,0.300511,0.094441415
SUCLG1,223.0,0.43877655,193.0,0.210566,0.060155171
SUFU,3380.0,0.361614756,191.0,-0.808396,-0.329389255
SUMF1,999.0,0.37076871,37.0,0.084278,-0.240447102
SUPT4H1,1112.0,0.438747077,103.0,-0.223676,0.727724411
SURF2,1720.0,0.440503417,48.0,1.258223,-0.220533251
SURF4,2281.0,0.385472445,476.0,-0.070828,0.467904536
SURF6,4908.0,0.42467207,78.0,0.187956,0.331520072
SUV39H1,1669.0,0.463566826,266.0,1.507923,0.578450435
SYTL1,80.0,0.364244725,197.0,-1.30955,-0.492606702
TACC3,165.0,0.385699108,155.0,0.995051,0.416365859
TADA2B,3064.0,0.464060586,151.0,-1.164747,0.547723016
TAF12,689.0,0.435926756,522.0,-0.525076,-0.021059693
TAP2,5256.0,0.374969764,175.0,-1.148238,-0.981596955
TATDN2,2040.0,0.415810908,581.0,-0.01768,-0.056946395
TBC1D20,3109.0,0.435441414,148.0,-0.517988,0.015121458
TBC1D9B,1396.0,0.395340616,37.0,-1.063131,-0.372546477
TBCC,556.0,0.434161456,73.0,1.04632,0.500375677
TCEAL3,260.0,0.368171822,262.0,-0.741166,-0.957813636
TCEAL4,3020.0,0.432120515,489.0,0.248214,-0.197957203
TCOF1,1640.0,0.41523122,108.0,0.839378,0.240827094
TDP1,1721.0,0.418036689,317.0,-0.149239,0.099891274
TDRD7,242.0,0.375852104,234.0,-1.564011,-0.475884779
TDRKH,973.0,0.419795099,182.0,0.454498,0.229182053
TEP1,2777.0,0.379550228,40.0,-0.963339,-0.61419552
TFE3,1431.0,0.379068139,541.0,-0.765528,-0.422955476
TFEB,621.0,0.429366592,302.0,-2.126627,-0.170127449
THADA,112.0,0.415199561,352.0,0.537095,0.641949611
THUMPD1,2715.0,0.455087735,225.0,-0.7762,-0.304289872
THYN1,205.0,0.377954149,484.0,-0.018702,-0.565524411
TIMM50,3932.0,0.424829064,722.0,1.059306,0.358522186
TIMM8B,2046.0,0.447942532,30.0,0.638041,-0.201367984
TK2,3965.0,0.360054507,593.0,-0.673688,-0.370277547
TLE1,571.0,0.374791795,1295.0,0.873389,0.564257813
TM9SF2,2020.0,0.372522209,233.0,-1.695741,0.237402494
TMED3,1710.0,0.439016102,188.0,-0.007769,-0.252631014
TMED9,708.0,0.44685712,67.0,0.629167,-0.124213206
TMEM126A,52.0,0.406087664,295.0,0.015009,-0.394514633
TMEM199,2431.0,0.370998168,90.0,1.181933,0.522238635
TMEM63A,1407.0,0.385482014,622.0,-0.509577,-0.109618503
TMOD1,2050.0,0.392927141,213.0,0.468813,0.291425308
TMSB10,278.0,0.470652003,95.0,2.039147,0.31649735
TNFAIP1,2409.0,0.451408648,449.0,0.651689,0.303096282
TNFAIP2,2079.0,0.44214387,131.0,-1.781158,-1.170824399
TNFAIP3,1995.0,0.416242917,370.0,-0.595054,0.061450861
TNFAIP8L2,497.0,0.440670719,126.0,-1.335492,-0.651276526
TNIP1,770.0,0.448321216,241.0,-1.301292,-0.439699106
TNK2,822.0,0.420245651,543.0,-0.331855,-0.318341392
TNPO2,2070.0,0.408799881,358.0,0.385475,0.683786287
TNRC18,1316.0,0.449521205,349.0,0.110671,0.187161719
TOMM5,518.0,0.441712708,107.0,1.452611,0.465962107
TOMM6,1957.0,0.431553434,255.0,1.026054,-0.077606294
TOP2A,1003.0,0.364102812,159.0,0.984463,0.579554251
TOR1A,3160.0,0.446121485,77.0,-0.351171,-0.605540214
TPD52L2,1600.0,0.385071878,138.0,0.571529,-0.209046693
TPI1,620.0,0.479135356,527.0,1.182435,0.346005937
TPM1,757.0,0.403626605,257.0,0.534314,0.018326626
TRAF1,7433.0,0.438949906,572.0,-0.344039,-0.285752561
TRAF3,5716.0,0.386659664,353.0,-0.353154,-0.738175962
TRAF6,6100.0,0.426668941,381.0,-0.932902,-0.400745164
TRAPPC3,634.0,0.441060625,519.0,-0.450764,-0.223632601
TRAPPC5,42.0,0.453352607,241.0,0.437456,-0.298663045
TRAPPC6B,2539.0,0.437369008,335.0,-0.231976,-0.362603107
TRAPPC9,3079.0,0.431357199,134.0,-0.340662,-0.019475481
TRIM11,3522.0,0.453298916,255.0,0.695836,0.314898605
TRIM13,5308.0,0.419190719,763.0,-0.974655,1.355773036
TRIM14,3117.0,0.369225689,165.0,-1.641876,-0.559340057
TRIM22,1215.0,0.424423711,379.0,-1.419983,-0.425369015
TRIM26,1431.0,0.384319522,565.0,-0.600069,0.025309299
TRIM27,2956.0,0.441704825,359.0,-0.215889,0.082644712
TRIM41,1657.0,0.454716896,737.0,-1.176833,-0.14996739
TRIM5,2312.0,0.426412011,303.0,-1.187637,-0.311271496
TRIP12,3739.0,0.40441217,297.0,-0.013954,0.146119593
TRIP13,2852.0,0.433721983,145.0,2.037707,0.73948534
TRMT5,3660.0,0.405137655,572.0,0.155529,0.162778147
TRUB2,4655.0,0.434714666,759.0,0.513217,0.142778681
TSFM,1390.0,0.429356434,57.0,0.741478,0.803693064
TSPAN14,15147.0,0.398868986,305.0,0.690311,0.753593156
TSPYL1,7303.0,0.373212405,287.0,-0.239068,-0.159397412
TSR2,1366.0,0.464925113,443.0,1.009936,0.496602955
TTC39C,3394.0,0.378954091,452.0,0.949431,0.579078477
TTC7A,2213.0,0.393400181,1272.0,0.440694,-0.153926161
TTPAL,5319.0,0.425556123,145.0,0.070046,0.004688319
TTYH3,3063.0,0.383645273,187.0,1.124026,0.104893313
TUBA1C,110.0,0.451729991,576.0,0.297808,-0.161565852
TUBA4A,644.0,0.402818439,556.0,1.329069,0.352634996
TUBB,1030.0,0.390058461,509.0,1.191621,0.342228457
TUBB6,2302.0,0.468445054,1139.0,1.501213,0.578210591
TUBGCP4,1934.0,0.368175973,296.0,-0.174045,0.157636133
TUSC1,1294.0,0.429789613,537.0,-1.161182,-0.729133031
TXNL4A,3129.0,0.472736328,466.0,0.005276,-0.025589144
TYMP,18.0,0.429537249,376.0,-1.280255,-0.948536555
TYMS,581.0,0.364557025,159.0,0.2587,-0.316400861
TYROBP,168.0,0.417048036,81.0,-0.688291,0.005388756
UBAP2L,353.0,0.367068802,167.0,0.527451,0.1028514
UBE2B,4002.0,0.405496028,420.0,-0.809357,-0.780827729
UBE2E1,1034.0,0.417917446,229.0,0.391549,-0.266313773
UBE2E2,1962.0,0.352966355,180.0,0.978609,0.679164443
UBE2L3,2365.0,0.455573936,198.0,0.432007,-0.291354584
UBE2L6,703.0,0.431638779,653.0,-1.394541,-0.670826471
UBE4B,1283.0,0.418913915,688.0,-1.318895,-0.254115648
UBIAD1,2303.0,0.446280173,334.0,-0.634636,-0.26738579
UBR4,797.0,0.387393976,4.0,-0.821922,0.284729651
UBTF,2209.0,0.400105612,296.0,0.031394,0.382825959
UBXN1,220.0,0.422601268,194.0,0.390834,-0.035917591
UCK2,4043.0,0.447469338,640.0,2.118094,0.330150605
UGGT1,5935.0,0.374564832,178.0,0.240007,-0.055249235
UHRF1BP1,5130.0,0.373569339,234.0,-0.804226,-0.183914623
UNC45A,377.0,0.475530537,1022.0,-0.687307,-0.289624039
UNG,1024.0,0.368897526,209.0,0.877452,0.685648629
UNK,1388.0,0.447315534,42.0,0.342542,0.214184401
UQCR11,4379.0,0.470309826,75.0,-0.251967,-0.186169179
UQCRC1,129.0,0.462829321,45.0,0.242608,-0.226146551
UQCRH,193.0,0.365128489,320.0,1.693372,-0.584978487
UROD,171.0,0.391539164,133.0,0.293771,0.145054668
UROS,3849.0,0.422413435,266.0,-0.440099,-0.680057899
USP18,580.0,0.434940763,338.0,0.478696,-0.744433946
USP39,571.0,0.39295741,223.0,0.943465,0.63385875
UTP6,2466.0,0.429918331,83.0,0.416686,0.731699974
VAC14,489.0,0.396517204,827.0,0.674847,0.611589905
VAMP8,451.0,0.398153421,156.0,-0.502134,0.381953248
VASP,824.0,0.388921088,342.0,0.138814,-0.148689381
VAT1,1456.0,0.406330787,120.0,-0.130432,-0.29949441
VDAC3,475.0,0.440388181,210.0,0.118107,-0.789976714
VDR,3209.0,0.450036866,401.0,-1.108445,-0.316220785
VGLL4,2489.0,0.432812067,506.0,0.772358,0.597175317
VIM,431.0,0.411136971,462.0,0.748109,-0.122793275
VLDLR,6202.0,0.388727284,416.0,-0.034255,0.679309182
VPS28,291.0,0.476756313,109.0,-0.053278,-0.053341509
VPS33B,559.0,0.447669729,583.0,-0.178534,0.056860178
VPS39,2053.0,0.440628838,173.0,-0.678958,-0.22497016
VPS52,2870.0,0.393546356,887.0,-0.004651,0.449008046
WASF2,4090.0,0.365213822,245.0,-0.586756,-0.333846355
WBP2,1040.0,0.392225719,515.0,-0.44514,-0.084349677
WDFY2,7044.0,0.36603015,340.0,-0.293664,-0.045740285
WDR1,1039.0,0.393247178,368.0,-0.29092,-0.184717616
WDR36,3619.0,0.40459335,117.0,-0.090994,0.605308374
WDR37,8068.0,0.365587877,173.0,0.100369,0.08751822
WDR4,293.0,0.380589271,581.0,-0.053288,0.222711647
WDR47,1216.0,0.402106333,376.0,-0.819371,-0.059869451
WDR48,1924.0,0.419028298,472.0,-0.252977,0.163198839
WDR5,1979.0,0.401607191,171.0,0.739979,0.499300112
WDR54,97.0,0.394793766,128.0,0.387499,-0.452607509
WDR61,197.0,0.411764619,310.0,-0.456681,-0.274306502
WDR77,4184.0,0.412330102,139.0,0.419722,-0.090905086
WDR91,4946.0,0.380864599,823.0,-0.05507,0.179024477
WDR92,2520.0,0.427217839,117.0,0.392733,0.445323298
YTHDF1,1279.0,0.384821843,294.0,0.184374,-0.074515566
YTHDF3,3082.0,0.406652071,509.0,-0.112447,0.173430761
YY1,5192.0,0.440120149,480.0,0.947836,0.479711444
ZBED1,2221.0,0.457533868,282.0,-1.245421,-0.871599719
ZBTB8OS,1087.0,0.406816332,276.0,0.184701,-0.94654182
ZC3H12A,768.0,0.421626239,1056.0,-1.305589,-0.195111289
ZC3H4,2169.0,0.436042942,38.0,0.079033,0.241221804
ZCCHC10,81.0,0.361883573,67.0,-1.105165,-0.293970976
ZCCHC2,2006.0,0.404185753,0.0,-1.022049,-0.016347701
ZFP36L1,2846.0,0.395541595,976.0,-0.713918,-0.009202805
ZMAT2,1942.0,0.460376067,101.0,-0.639806,-0.305719788
ZMIZ2,4165.0,0.419562196,128.0,0.188165,-0.415797576
ZMYM3,1292.0,0.378831729,749.0,0.313926,0.558929898
ZNF207,13817.0,0.386696564,148.0,0.178498,0.193051229
ZNF414,113.0,0.422835658,118.0,-0.124581,0.283653896
ZNF511,243.0,0.452392726,55.0,-0.472955,-0.581281302
ZNF516,4816.0,0.393186692,318.0,-0.161927,0.242612424
ZNF622,1298.0,0.463753859,120.0,0.672966,0.693522897
ZNHIT2,49.0,0.440612513,85.0,0.324498,-0.002872359
ZNHIT3,419.0,0.425204303,73.0,0.604358,0.178172062
ZWINT,4585.0,0.411772707,37.0,1.493929,0.733580902
