,3prime,tAI,max_5_UTR_length,TCGA-AO-A0JE,TCGA-AO-A0JE.1
SEC61B,270.0,0.404562259,76.0,0.316641,0.566594316
SEMA3F,960.0,0.38837398,318.0,-0.837872,-0.248536276
SEMA4A,755.0,0.412797256,345.0,0.400397,0.495138806
SEMA4D,2318.0,0.393173667,572.0,0.145931,0.539163079
SERPINA1,1707.0,0.420489385,573.0,0.355264,0.147988902
SERPINB8,2096.0,0.38524815,520.0,0.691753,0.495469068
SETMAR,321.0,0.414235412,398.0,0.323414,0.167054441
SEZ6L2,540.0,0.431800162,245.0,-2.410695,-0.832863216
SF1,2419.0,0.374481437,721.0,-0.089046,-0.076451263
SF3B2,563.0,0.453902675,40.0,0.086335,-0.221915082
SFXN4,500.0,0.402513841,45.0,0.144693,-0.073010614
SH3BP1,433.0,0.395530944,313.0,0.756725,0.537042234
SH3PXD2B,4870.0,0.420952884,171.0,0.252983,0.229894628
SHMT1,4335.0,0.394510245,509.0,-0.818009,-0.348676258
SIGLEC1,1590.0,0.42099348,0.0,1.257516,0.662948266
SIPA1,2933.0,0.437718847,296.0,0.058722,0.412759535
SIRPA,3027.0,0.429235057,360.0,0.215291,0.32167589
SKP1,8791.0,0.433886974,179.0,-0.290789,-0.248152604
SLBP,3046.0,0.391438372,553.0,0.188799,-0.086943706
SLC25A10,1929.0,0.386184273,191.0,0.024983,-0.248855537
SLC25A19,477.0,0.386093473,224.0,0.091633,0.019613618
SLC25A20,787.0,0.382641976,199.0,-0.338505,-0.037695603
SLC25A3,504.0,0.383836987,354.0,0.04155,0.128278972
SLC25A40,2688.0,0.363984785,375.0,-0.504852,-0.326272569
SLC25A6,450.0,0.487227384,137.0,-0.234838,0.025694925
SLC27A3,163.0,0.439664345,91.0,-0.283199,0.132568228
SLC39A10,2661.0,0.346494338,214.0,-0.138863,-0.145430555
SLC43A2,6357.0,0.437839378,341.0,0.648611,0.329520133
SLC43A3,838.0,0.382351997,447.0,0.686642,0.497677395
SLC44A1,8291.0,0.4365497,264.0,-0.115927,-0.23605825
SLC9A3R1,709.0,0.400889529,235.0,0.456098,-0.580474297
SMAP2,1225.0,0.404145004,415.0,0.385254,0.073649518
SMC1A,5954.0,0.490702048,340.0,0.155704,-0.158839086
SMG5,1363.0,0.383248033,540.0,-0.881363,-0.102497676
SMS,2660.0,0.417677888,252.0,-0.39744,-0.740596069
SMYD3,223.0,0.378821529,130.0,3.172054,-0.411835912
SNRNP200,676.0,0.454045162,132.0,-0.168143,-0.100530868
SNRPC,474.0,0.427936125,450.0,0.274821,-0.519531801
SNRPD1,4386.0,0.384326147,161.0,0.457936,-0.129533043
SNRPN,279.0,0.390283395,1145.0,-0.031386,0.156258581
SNX24,5071.0,0.338464018,185.0,-0.965118,-0.46063162
SNX30,6144.0,0.426743352,148.0,-0.058959,0.084524366
SNX33,5086.0,0.383330712,96.0,-0.135925,0.11835501
SOD1,353.0,0.438546885,148.0,0.645942,-0.482241984
SOD2,13436.0,0.435065133,1828.0,0.444393,0.446724673
SP110,3922.0,0.401738483,258.0,1.827058,0.570918147
SPC24,1691.0,0.381793277,320.0,0.863193,-0.393069764
SPC25,540.0,0.373816265,131.0,-0.732544,-0.324392312
SPCS1,3333.0,0.417439524,205.0,-0.744249,0.298530443
SPI1,383.0,0.406748349,223.0,1.140871,0.373970759
SPRYD4,1406.0,0.430591965,75.0,0.972182,-0.052483425
SQSTM1,1485.0,0.412192979,360.0,0.570508,-0.216974216
SRC,2671.0,0.437602812,449.0,-0.255978,-0.133026126
SRGAP2,3018.0,0.377689891,542.0,0.100615,0.145268033
SRI,5365.0,0.424260151,79.0,-0.538021,-0.067553896
SRP19,2645.0,0.430943803,189.0,0.34263,-0.134226009
SRPRB,1784.0,0.427990824,285.0,0.87742,0.316723102
SRR,1392.0,0.393840903,354.0,0.028985,0.149707924
SRXN1,2099.0,0.37663928,185.0,1.14861,0.929621954
SS18L2,777.0,0.45997865,208.0,-0.652022,0.00428338
SSH1,5298.0,0.373517564,146.0,0.1897,0.187334412
SSH3,2595.0,0.376349937,178.0,0.031589,-0.029716764
SSR2,592.0,0.425839932,80.0,0.424761,-0.214699886
SSR3,3698.0,0.388415977,156.0,0.173494,-0.68276675
SSR4,87.0,0.444947593,150.0,0.122271,0.30465017
SSRP1,422.0,0.394601844,267.0,0.267596,-0.097039529
SSU72,400.0,0.445120823,325.0,-0.520242,0.013361603
ST13,3666.0,0.439823793,468.0,0.330928,-0.275690337
ST14,553.0,0.454138745,193.0,0.281909,-0.311255198
STARD10,1682.0,0.427301627,944.0,1.27333,-0.041399454
STAT1,3294.0,0.408136156,388.0,1.662381,0.516824579
STAT2,1791.0,0.409862748,203.0,1.053924,0.393787564
STAT6,1168.0,0.380869476,499.0,-0.047026,0.108081331
STMN1,1138.0,0.394107416,364.0,-1.001308,-0.9712317
STOM,2222.0,0.387137797,117.0,1.460529,0.764615627
STOML2,531.0,0.456962681,143.0,-0.565886,-0.596512019
STX3,5058.0,0.403902965,547.0,-0.027735,-0.099841869
STX7,14891.0,0.417568039,327.0,-0.056376,0.155073726
STX8,107.0,0.378438911,150.0,0.19215,0.345139473
SUCLG1,223.0,0.43877655,193.0,0.421652,0.092426543
SUFU,3380.0,0.361614756,191.0,0.296203,0.125128018
SUMF1,999.0,0.37076871,37.0,0.499759,0.438824507
SUPT4H1,1112.0,0.438747077,103.0,0.024085,0.178444071
SURF2,1720.0,0.440503417,48.0,0.540635,0.421798693
SURF4,2281.0,0.385472445,476.0,0.436672,0.712700266
SURF6,4908.0,0.42467207,78.0,0.093952,0.454988331
SUV39H1,1669.0,0.463566826,266.0,0.099323,-0.376854459
SYTL1,80.0,0.364244725,197.0,-2.47007,-0.43145304
TACC3,165.0,0.385699108,155.0,0.215704,-0.033907418
TADA2B,3064.0,0.464060586,151.0,-0.872238,0.030497034
TAF12,689.0,0.435926756,522.0,0.294657,0.297401529
TAP2,5256.0,0.374969764,175.0,1.478127,0.375231895
TATDN2,2040.0,0.415810908,581.0,-0.374227,0.064613406
TBC1D20,3109.0,0.435441414,148.0,0.543872,0.407905765
TBC1D9B,1396.0,0.395340616,37.0,-0.415353,-0.147697077
TBCC,556.0,0.434161456,73.0,0.248847,-0.270725453
TCEAL3,260.0,0.368171822,262.0,0.522111,-0.701192177
TCEAL4,3020.0,0.432120515,489.0,0.161829,-0.702638783
TCOF1,1640.0,0.41523122,108.0,0.229861,-0.035388929
TDP1,1721.0,0.418036689,317.0,0.777308,0.19177577
TDRD7,242.0,0.375852104,234.0,0.451444,0.201185342
TDRKH,973.0,0.419795099,182.0,0.491783,0.301388261
TEP1,2777.0,0.379550228,40.0,0.876002,0.539083115
TFE3,1431.0,0.379068139,541.0,0.046806,0.130870194
TFEB,621.0,0.429366592,302.0,-0.197775,0.235765615
THADA,112.0,0.415199561,352.0,0.180656,0.021975515
THBD,2144.0,0.448063145,160.0,0.457742,0.280884504
THUMPD1,2715.0,0.455087735,225.0,1.017335,0.453199902
THYN1,205.0,0.377954149,484.0,-0.154107,0.276933236
TIMM50,3932.0,0.424829064,722.0,-0.590516,-0.390018282
TIMM8B,2046.0,0.447942532,30.0,-0.480185,-0.533719138
TK2,3965.0,0.360054507,593.0,0.113093,0.108294066
TLE1,571.0,0.374791795,1295.0,0.326848,0.068297425
TM9SF2,2020.0,0.372522209,233.0,-0.040291,0.184119819
TMED3,1710.0,0.439016102,188.0,0.652198,0.348474433
TMED9,708.0,0.44685712,67.0,0.339844,0.863985579
TMEM126A,52.0,0.406087664,295.0,0.698036,0.584419864
TMEM199,2431.0,0.370998168,90.0,1.699994,0.451518414
TMEM63A,1407.0,0.385482014,622.0,0.225003,0.049055745
TMOD1,2050.0,0.392927141,213.0,0.473741,-0.193693029
TMSB10,278.0,0.470652003,95.0,0.1777,-0.143704529
TNFAIP2,2079.0,0.44214387,131.0,0.238332,-0.116438377
TNFAIP3,1995.0,0.416242917,370.0,0.633652,0.364784778
TNFAIP8L2,497.0,0.440670719,126.0,0.846864,0.172844345
TNIP1,770.0,0.448321216,241.0,0.220349,0.291838526
TNK2,822.0,0.420245651,543.0,-0.765828,-0.051909288
TNPO2,2070.0,0.408799881,358.0,-0.317766,-0.493253034
TNRC18,1316.0,0.449521205,349.0,-0.229578,-0.229608307
TOMM5,518.0,0.441712708,107.0,-0.596669,-0.488262146
TOMM6,1957.0,0.431553434,255.0,-0.273039,0.023752758
TOP2A,1003.0,0.364102812,159.0,-0.586196,-0.822590894
TOR1A,3160.0,0.446121485,77.0,0.320752,0.11811389
TPD52L2,1600.0,0.385071878,138.0,-0.01017,-0.222035495
TPI1,620.0,0.479135356,527.0,-0.029922,-0.358791064
TPM1,757.0,0.403626605,257.0,0.560522,0.242311683
TRAF1,7433.0,0.438949906,572.0,1.054166,0.976954817
TRAF3,5716.0,0.386659664,353.0,-0.155791,-0.081489661
TRAF6,6100.0,0.426668941,381.0,0.46033,0.149617386
TRAPPC3,634.0,0.441060625,519.0,0.254827,-0.402047359
TRAPPC5,42.0,0.453352607,241.0,0.269039,0.205023685
TRAPPC6B,2539.0,0.437369008,335.0,0.078257,0.252446843
TRAPPC9,3079.0,0.431357199,134.0,-0.785984,-0.143539315
TRIM11,3522.0,0.453298916,255.0,0.045585,-0.067018777
TRIM14,3117.0,0.369225689,165.0,0.712647,0.242172364
TRIM22,1215.0,0.424423711,379.0,1.541244,0.607820305
TRIM26,1431.0,0.384319522,565.0,0.920136,0.441857803
TRIM27,2956.0,0.441704825,359.0,0.084845,0.141867986
TRIM41,1657.0,0.454716896,737.0,-0.091627,0.051244535
TRIM5,2312.0,0.426412011,303.0,1.293484,0.386139781
TRIP12,3739.0,0.40441217,297.0,0.219778,0.321074869
TRIP13,2852.0,0.433721983,145.0,1.415069,-0.110990654
TRMT5,3660.0,0.405137655,572.0,0.177468,0.033019146
TRUB2,4655.0,0.434714666,759.0,0.248271,-0.179916291
TSFM,1390.0,0.429356434,57.0,-0.181865,-0.192393178
TSPAN14,15147.0,0.398868986,305.0,-0.300978,-0.014373592
TSPYL1,7303.0,0.373212405,287.0,0.06184,0.611147592
TSR2,1366.0,0.464925113,443.0,-0.371015,-0.151364841
TTC39C,3394.0,0.378954091,452.0,-0.122391,0.05536942
TTC7A,2213.0,0.393400181,1272.0,0.49556,-0.264448425
TTPAL,5319.0,0.425556123,145.0,0.115538,0.070121552
TTYH3,3063.0,0.383645273,187.0,0.481348,-0.425234585
TUBA1C,110.0,0.451729991,576.0,0.769938,0.008899387
TUBA4A,644.0,0.402818439,556.0,0.829094,-0.297865244
TUBB,1030.0,0.390058461,509.0,0.673407,-0.114116658
TUBB6,2302.0,0.468445054,1139.0,0.187615,0.313617154
TUBGCP4,1934.0,0.368175973,296.0,0.227528,-0.339615627
TUSC1,1294.0,0.429789613,537.0,-0.71309,-0.565406375
TXNL4A,3129.0,0.472736328,466.0,-0.163088,-0.142950394
TYMP,18.0,0.429537249,376.0,1.992213,0.347486304
TYMS,581.0,0.364557025,159.0,0.144106,-0.169164795
TYROBP,168.0,0.417048036,81.0,0.894872,0.292920828
UBAP2L,353.0,0.367068802,167.0,0.124342,-0.29736343
UBE2B,4002.0,0.405496028,420.0,-0.743513,-0.272141332
UBE2E1,1034.0,0.417917446,229.0,-0.095488,-0.486498604
UBE2E2,1962.0,0.352966355,180.0,0.356984,-1.906754052
UBE2L3,2365.0,0.455573936,198.0,0.405916,-0.23835766
UBE2L6,703.0,0.431638779,653.0,1.233371,0.12407578
UBE4B,1283.0,0.418913915,688.0,-0.305331,-0.306003569
UBIAD1,2303.0,0.446280173,334.0,-0.278278,0.623664201
UBR4,797.0,0.387393976,4.0,-0.369287,-0.166490961
UBTF,2209.0,0.400105612,296.0,-0.011318,0.01742247
UBXN1,220.0,0.422601268,194.0,0.760174,0.302443141
UCK2,4043.0,0.447469338,640.0,0.588538,-0.043422013
UGGT1,5935.0,0.374564832,178.0,0.823792,0.227628736
UHRF1BP1,5130.0,0.373569339,234.0,-0.342005,0.046711084
UNC45A,377.0,0.475530537,1022.0,0.030786,-0.184391375
UNG,1024.0,0.368897526,209.0,0.74443,0.259054593
UNK,1388.0,0.447315534,42.0,-0.266816,-0.242483421
UQCR11,4379.0,0.470309826,75.0,-0.33319,-0.676913277
UQCRC1,129.0,0.462829321,45.0,-0.33844,0.012755287
UQCRH,193.0,0.365128489,320.0,-0.026187,-0.525325333
UROD,171.0,0.391539164,133.0,0.122655,-0.010709084
UROS,3849.0,0.422413435,266.0,0.314218,-0.322317377
USP18,580.0,0.434940763,338.0,1.480165,-0.083761733
USP39,571.0,0.39295741,223.0,0.033858,-0.314910159
UTP6,2466.0,0.429918331,83.0,0.686856,0.16250969
VAC14,489.0,0.396517204,827.0,0.33725,0.064795623
VAMP8,451.0,0.398153421,156.0,-0.703041,-0.310692157
VASP,824.0,0.388921088,342.0,0.004531,0.156510716
VAT1,1456.0,0.406330787,120.0,-0.029722,-0.334796432
VDAC3,475.0,0.440388181,210.0,-0.466466,0.070091983
VDR,3209.0,0.450036866,401.0,0.906,0.606921143
VGLL4,2489.0,0.432812067,506.0,0.250968,0.014791997
VIM,431.0,0.411136971,462.0,0.335853,0.179430289
VPS28,291.0,0.476756313,109.0,-0.647128,-0.363797296
VPS33B,559.0,0.447669729,583.0,0.135546,0.205126216
VPS39,2053.0,0.440628838,173.0,-0.152204,0.057677377
VPS52,2870.0,0.393546356,887.0,0.052254,-0.09897517
WASF2,4090.0,0.365213822,245.0,-0.646821,0.065149602
WBP2,1040.0,0.392225719,515.0,-0.392146,-0.567704463
WDFY2,7044.0,0.36603015,340.0,-0.099638,0.3063673
WDR1,1039.0,0.393247178,368.0,-0.28755,-0.358668094
WDR36,3619.0,0.40459335,117.0,-0.033665,0.054113748
WDR37,8068.0,0.365587877,173.0,-0.781207,-0.121929623
WDR4,293.0,0.380589271,581.0,0.307907,0.308163736
WDR47,1216.0,0.402106333,376.0,-0.22839,0.021964812
WDR48,1924.0,0.419028298,472.0,-0.729057,-0.123292863
WDR5,1979.0,0.401607191,171.0,-0.199535,-0.083560337
WDR54,97.0,0.394793766,128.0,-0.229097,-0.272424878
WDR61,197.0,0.411764619,310.0,0.332295,-0.159539268
WDR77,4184.0,0.412330102,139.0,0.337999,-0.082710555
WDR91,4946.0,0.380864599,823.0,-0.353332,0.078466361
WDR92,2520.0,0.427217839,117.0,0.239015,0.16467012
YTHDF1,1279.0,0.384821843,294.0,0.093797,-0.280481236
YTHDF3,3082.0,0.406652071,509.0,0.163871,0.208811431
YY1,5192.0,0.440120149,480.0,0.286335,-0.091071912
ZBED1,2221.0,0.457533868,282.0,-0.073731,0.130968943
ZBTB8OS,1087.0,0.406816332,276.0,0.714526,0.123437802
ZC3H12A,768.0,0.421626239,1056.0,0.755381,0.022816425
ZC3H4,2169.0,0.436042942,38.0,-0.076128,0.01368204
ZCCHC10,81.0,0.361883573,67.0,-0.695679,0.280399854
ZCCHC2,2006.0,0.404185753,0.0,1.282454,0.21720418
ZFP36L1,2846.0,0.395541595,976.0,0.228157,0.054913058
ZMAT2,1942.0,0.460376067,101.0,0.584574,-0.016342193
ZMIZ2,4165.0,0.419562196,128.0,-0.250421,-0.068955354
ZMYM3,1292.0,0.378831729,749.0,-0.510419,-0.397617477
ZNF207,13817.0,0.386696564,148.0,0.367841,0.027351823
ZNF414,113.0,0.422835658,118.0,0.253978,-0.188173638
ZNF511,243.0,0.452392726,55.0,0.323735,0.154529225
ZNF516,4816.0,0.393186692,318.0,-1.965289,-0.474105351
ZNF622,1298.0,0.463753859,120.0,0.607706,0.061716348
ZNHIT2,49.0,0.440612513,85.0,-1.768734,0.032309494
ZNHIT3,419.0,0.425204303,73.0,0.300857,0.075627584
ZWINT,4585.0,0.411772707,37.0,0.721857,0.160563473
