,3prime,tAI,max_5_UTR_length,TCGA-C8-A134,TCGA-C8-A134.1
SERPINB8,2096.0,0.38524815,520.0,-0.546181,-0.670997648
SETMAR,321.0,0.414235412,398.0,-0.091526,-0.175189793
SEZ6L2,540.0,0.431800162,245.0,-0.793916,0.255359039
SF1,2419.0,0.374481437,721.0,0.188071,0.136610068
SF3B2,563.0,0.453902675,40.0,0.232971,0.094716592
SFXN4,500.0,0.402513841,45.0,-0.309026,-0.090962698
SH3BP1,433.0,0.395530944,313.0,1.155112,0.26648219
SH3PXD2B,4870.0,0.420952884,171.0,-0.385516,-0.060695173
SHMT1,4335.0,0.394510245,509.0,-0.608786,-1.022991919
SIGLEC1,1590.0,0.42099348,0.0,0.121809,0.108815709
SIPA1,2933.0,0.437718847,296.0,0.074038,0.247775777
SIRPA,3027.0,0.429235057,360.0,0.173388,-0.198597516
SKP1,8791.0,0.433886974,179.0,-0.770199,-0.05742825
SLBP,3046.0,0.391438372,553.0,1.622946,0.288778519
SLC25A10,1929.0,0.386184273,191.0,-0.211625,-0.490372863
SLC25A19,477.0,0.386093473,224.0,0.292229,-0.675307538
SLC25A20,787.0,0.382641976,199.0,-1.375997,-0.687531792
SLC25A3,504.0,0.383836987,354.0,0.271202,-0.751254898
SLC25A40,2688.0,0.363984785,375.0,0.568095,0.159357667
SLC25A6,450.0,0.487227384,137.0,-1.250603,-0.328689716
SLC27A3,163.0,0.439664345,91.0,-0.472691,-0.299509911
SLC39A10,2661.0,0.346494338,214.0,-1.41771,-0.71824698
SLC43A2,6357.0,0.437839378,341.0,0.227648,-0.604956324
SLC43A3,838.0,0.382351997,447.0,2.00045,0.015232931
SLC44A1,8291.0,0.4365497,264.0,0.430426,-0.373899171
SLC9A3R1,709.0,0.400889529,235.0,-1.400659,-0.969919322
SMAP2,1225.0,0.404145004,415.0,-0.477109,-0.159752862
SMC1A,5954.0,0.490702048,340.0,0.512802,0.242132378
SMG5,1363.0,0.383248033,540.0,0.491149,-0.14179573
SMS,2660.0,0.417677888,252.0,0.497606,-0.140011644
SMYD3,223.0,0.378821529,130.0,-0.503752,-0.088256847
SNRNP200,676.0,0.454045162,132.0,0.231612,0.109596749
SNRPC,474.0,0.427936125,450.0,1.1643,0.018701336
SNRPD1,4386.0,0.384326147,161.0,1.564872,0.148693976
SNRPN,279.0,0.390283395,1145.0,-2.700371,-0.145277523
SNX24,5071.0,0.338464018,185.0,-0.45151,-0.547714896
SNX30,6144.0,0.426743352,148.0,0.089219,0.074565078
SNX33,5086.0,0.383330712,96.0,-0.276325,0.000276456
SOD1,353.0,0.438546885,148.0,0.273333,-0.363204804
SOD2,13436.0,0.435065133,1828.0,0.843541,-0.098164542
SP110,3922.0,0.401738483,258.0,-0.289559,-0.294372848
SPC24,1691.0,0.381793277,320.0,2.667887,0.588897077
SPC25,540.0,0.373816265,131.0,1.737789,0.849693751
SPCS1,3333.0,0.417439524,205.0,-0.898122,-1.040820122
SPI1,383.0,0.406748349,223.0,0.833134,0.555785195
SPRYD4,1406.0,0.430591965,75.0,-1.329882,-0.616872635
SQSTM1,1485.0,0.412192979,360.0,-0.391349,-0.167393283
SRC,2671.0,0.437602812,449.0,-0.079014,0.078077068
SRGAP2,3018.0,0.377689891,542.0,0.036994,0.14156229
SRI,5365.0,0.424260151,79.0,0.585234,-0.093719317
SRP19,2645.0,0.430943803,189.0,-0.146085,-0.176627373
SRPRB,1784.0,0.427990824,285.0,0.497097,-0.127754274
SRR,1392.0,0.393840903,354.0,-0.163752,-0.206674123
SRXN1,2099.0,0.37663928,185.0,0.321932,-0.015828638
SS18L2,777.0,0.45997865,208.0,0.028729,-0.018723763
SSH1,5298.0,0.373517564,146.0,0.37651,-0.035435743
SSH3,2595.0,0.376349937,178.0,-0.55131,-0.333755825
SSR2,592.0,0.425839932,80.0,-0.376576,-0.1722325
SSR3,3698.0,0.388415977,156.0,-0.491662,-0.15075019
SSR4,87.0,0.444947593,150.0,-0.912683,-0.075377666
SSRP1,422.0,0.394601844,267.0,0.919896,-0.217801057
SSU72,400.0,0.445120823,325.0,-0.418197,-0.066037104
ST13,3666.0,0.439823793,468.0,0.112145,-0.042142644
ST14,553.0,0.454138745,193.0,0.496798,0.074770699
STARD10,1682.0,0.427301627,944.0,-2.411846,-1.479630822
STAT1,3294.0,0.408136156,388.0,1.460218,0.307844572
STAT2,1791.0,0.409862748,203.0,0.295296,0.149126799
STAT6,1168.0,0.380869476,499.0,-0.883306,-0.269198088
STMN1,1138.0,0.394107416,364.0,1.686942,0.512117259
STOM,2222.0,0.387137797,117.0,-0.489592,-0.010781645
STOML2,531.0,0.456962681,143.0,0.688231,0.120833557
STX3,5058.0,0.403902965,547.0,0.65098,-0.428302888
STX7,14891.0,0.417568039,327.0,-0.157289,-0.4218824
STX8,107.0,0.378438911,150.0,-1.154773,-0.236409828
SUCLG1,223.0,0.43877655,193.0,-0.209841,-0.273572637
SUFU,3380.0,0.361614756,191.0,-0.298665,-0.184079323
SUMF1,999.0,0.37076871,37.0,-0.591567,0.386417462
SUPT4H1,1112.0,0.438747077,103.0,0.529474,0.168229763
SURF2,1720.0,0.440503417,48.0,-0.435701,-0.010925375
SURF4,2281.0,0.385472445,476.0,-0.319189,0.205530179
SURF6,4908.0,0.42467207,78.0,-0.242504,-0.157535056
SUV39H1,1669.0,0.463566826,266.0,1.37091,0.885813841
SVIP,4195.0,0.357937352,217.0,-0.500493,-0.215355697
SYTL1,80.0,0.364244725,197.0,-0.278598,-0.278195589
TACC3,165.0,0.385699108,155.0,2.17554,0.570379715
TADA2B,3064.0,0.464060586,151.0,-0.19735,0.160741886
TAF12,689.0,0.435926756,522.0,-0.606763,-0.059242048
TAP2,5256.0,0.374969764,175.0,2.890578,0.19417343
TATDN2,2040.0,0.415810908,581.0,0.676742,-0.059578726
TBC1D20,3109.0,0.435441414,148.0,-0.811745,-0.40963937
TBC1D9B,1396.0,0.395340616,37.0,-0.853723,-0.34162817
TBCC,556.0,0.434161456,73.0,0.659291,0.121517274
TCEAL3,260.0,0.368171822,262.0,-1.21853,-0.892853534
TCEAL4,3020.0,0.432120515,489.0,-0.528645,-0.411121885
TCOF1,1640.0,0.41523122,108.0,0.566413,-0.284829589
TDP1,1721.0,0.418036689,317.0,-0.298595,-0.323751921
TDRD7,242.0,0.375852104,234.0,1.240523,0.03327405
TDRKH,973.0,0.419795099,182.0,0.146425,-0.106451085
TEP1,2777.0,0.379550228,40.0,-0.7739,-0.341139415
TFE3,1431.0,0.379068139,541.0,0.2323,0.160058123
TFEB,621.0,0.429366592,302.0,1.268621,0.183729567
THADA,112.0,0.415199561,352.0,0.406541,0.295442855
THBD,2144.0,0.448063145,160.0,-0.818706,-0.528250843
THUMPD1,2715.0,0.455087735,225.0,0.154768,-0.12300094
THYN1,205.0,0.377954149,484.0,-0.916831,-0.459135871
TIMM50,3932.0,0.424829064,722.0,0.254112,-0.017134689
TIMM8B,2046.0,0.447942532,30.0,0.640071,0.450498958
TK2,3965.0,0.360054507,593.0,-1.053626,-0.073026337
TLE1,571.0,0.374791795,1295.0,0.057416,-0.541013687
TM9SF2,2020.0,0.372522209,233.0,0.219517,-0.081341867
TMED3,1710.0,0.439016102,188.0,0.089389,-0.025298557
TMED9,708.0,0.44685712,67.0,-0.273313,-0.169648943
TMEM126A,52.0,0.406087664,295.0,0.164123,0.097738044
TMEM199,2431.0,0.370998168,90.0,-0.353294,-0.997192315
TMEM63A,1407.0,0.385482014,622.0,-0.058672,-0.508709205
TMOD1,2050.0,0.392927141,213.0,2.270896,0.215298774
TMSB10,278.0,0.470652003,95.0,0.616555,-0.103588459
TNFAIP2,2079.0,0.44214387,131.0,0.591231,-0.119527815
TNFAIP3,1995.0,0.416242917,370.0,1.456452,0.68106022
TNFAIP8L2,497.0,0.440670719,126.0,1.167516,0.121882679
TNIP1,770.0,0.448321216,241.0,-0.070983,0.226116331
TNK2,822.0,0.420245651,543.0,0.036138,0.048262454
TNPO2,2070.0,0.408799881,358.0,0.546972,0.332827307
TNRC18,1316.0,0.449521205,349.0,-0.214309,0.065574882
TOMM5,518.0,0.441712708,107.0,0.968682,-0.328362784
TOMM6,1957.0,0.431553434,255.0,0.611909,-0.704408447
TOP2A,1003.0,0.364102812,159.0,1.126996,-0.069859492
TOR1A,3160.0,0.446121485,77.0,-0.339317,0.294573875
TPD52L2,1600.0,0.385071878,138.0,1.102216,0.454896286
TPI1,620.0,0.479135356,527.0,-0.492099,-0.481285221
TPM1,757.0,0.403626605,257.0,1.131017,0.485685901
TRAF1,7433.0,0.438949906,572.0,1.487176,0.355831516
TRAF3,5716.0,0.386659664,353.0,0.387311,-0.157526114
TRAF6,6100.0,0.426668941,381.0,-0.231444,0.165466747
TRAPPC3,634.0,0.441060625,519.0,0.616356,-0.115162856
TRAPPC5,42.0,0.453352607,241.0,-0.105662,-0.319001512
TRAPPC6B,2539.0,0.437369008,335.0,-0.301317,-0.008685132
TRAPPC9,3079.0,0.431357199,134.0,0.294262,-0.077352512
TRIM11,3522.0,0.453298916,255.0,-0.563125,0.060946531
TRIM13,5308.0,0.419190719,763.0,0.082042,0.41652629
TRIM14,3117.0,0.369225689,165.0,1.104645,0.165002193
TRIM22,1215.0,0.424423711,379.0,1.013485,0.524014546
TRIM26,1431.0,0.384319522,565.0,1.448602,0.214038666
TRIM27,2956.0,0.441704825,359.0,0.763186,0.478263591
TRIM41,1657.0,0.454716896,737.0,-1.055505,-0.126915962
TRIM5,2312.0,0.426412011,303.0,0.563314,0.266478274
TRIP12,3739.0,0.40441217,297.0,-0.371929,-0.094713255
TRIP13,2852.0,0.433721983,145.0,1.964479,1.134910998
TRMT5,3660.0,0.405137655,572.0,-0.328318,-0.216371243
TRUB2,4655.0,0.434714666,759.0,-0.689539,-0.218069069
TSFM,1390.0,0.429356434,57.0,-0.859591,-0.610408153
TSPAN14,15147.0,0.398868986,305.0,0.485998,0.263253645
TSPYL1,7303.0,0.373212405,287.0,-1.358656,-0.08712019
TSR2,1366.0,0.464925113,443.0,-0.187506,0.308840939
TTC39C,3394.0,0.378954091,452.0,0.008409,0.195117344
TTC7A,2213.0,0.393400181,1272.0,2.098292,0.739828269
TTPAL,5319.0,0.425556123,145.0,0.74554,0.523679893
TTYH3,3063.0,0.383645273,187.0,0.412597,0.043115513
TUBA1C,110.0,0.451729991,576.0,1.693213,0.301108475
TUBA4A,644.0,0.402818439,556.0,1.522017,0.118146927
TUBB,1030.0,0.390058461,509.0,1.121562,0.50928509
TUBB6,2302.0,0.468445054,1139.0,0.890149,0.580213676
TUBGCP4,1934.0,0.368175973,296.0,-0.194668,0.265375843
TUSC1,1294.0,0.429789613,537.0,0.460036,-0.103906745
TXNL4A,3129.0,0.472736328,466.0,-0.303964,-0.089770144
TYMP,18.0,0.429537249,376.0,0.371613,0.000522895
TYMS,581.0,0.364557025,159.0,1.555711,0.388126884
TYROBP,168.0,0.417048036,81.0,0.060556,-0.157899815
UBAP2L,353.0,0.367068802,167.0,0.128668,0.103265579
UBE2B,4002.0,0.405496028,420.0,-0.595504,-0.24442333
UBE2E1,1034.0,0.417917446,229.0,0.40275,0.137996335
UBE2E2,1962.0,0.352966355,180.0,1.135626,0.912759564
UBE2L3,2365.0,0.455573936,198.0,-0.041797,-0.059887966
UBE2L6,703.0,0.431638779,653.0,0.581383,0.269723413
UBE4B,1283.0,0.418913915,688.0,-0.658933,-0.009461917
UBR4,797.0,0.387393976,4.0,-0.081827,0.141829413
UBTF,2209.0,0.400105612,296.0,0.255938,-0.0203381
UBXN1,220.0,0.422601268,194.0,-0.123436,0.445405947
UCK2,4043.0,0.447469338,640.0,0.256782,-0.142473936
UGGT1,5935.0,0.374564832,178.0,0.260548,0.182143473
UHRF1BP1,5130.0,0.373569339,234.0,0.789415,0.144297589
UNC45A,377.0,0.475530537,1022.0,0.508167,0.300997166
UNG,1024.0,0.368897526,209.0,0.994642,0.038623268
UNK,1388.0,0.447315534,42.0,0.585234,0.056715788
UQCR11,4379.0,0.470309826,75.0,0.192845,-0.162393997
UQCRC1,129.0,0.462829321,45.0,-0.429475,-0.34806393
UQCRH,193.0,0.365128489,320.0,0.967139,-0.054637666
UROD,171.0,0.391539164,133.0,0.337781,0.23931757
UROS,3849.0,0.422413435,266.0,-0.520833,0.116839782
USP18,580.0,0.434940763,338.0,0.685763,0.088732898
USP39,571.0,0.39295741,223.0,0.906136,0.232610214
UTP6,2466.0,0.429918331,83.0,-0.1183,-0.012034414
VAC14,489.0,0.396517204,827.0,0.700972,0.221884587
VAMP8,451.0,0.398153421,156.0,0.22055,0.01390635
VASP,824.0,0.388921088,342.0,0.599724,0.675526899
VAT1,1456.0,0.406330787,120.0,0.022445,-0.153327259
VDAC3,475.0,0.440388181,210.0,0.723544,-0.020217849
VDR,3209.0,0.450036866,401.0,0.223674,0.42727553
VGLL4,2489.0,0.432812067,506.0,0.634244,0.168685992
VIM,431.0,0.411136971,462.0,-0.635659,0.142270434
VLDLR,6202.0,0.388727284,416.0,0.84669,0.886668041
VPS28,291.0,0.476756313,109.0,0.085637,0.033022994
VPS33B,559.0,0.447669729,583.0,-0.315044,-0.164552787
VPS39,2053.0,0.440628838,173.0,-0.63022,-0.178092285
VPS52,2870.0,0.393546356,887.0,0.53719,-0.157205777
WASF2,4090.0,0.365213822,245.0,-0.219478,0.084794616
WBP2,1040.0,0.392225719,515.0,0.17322,-0.370451837
WDFY2,7044.0,0.36603015,340.0,1.238564,0.185182969
WDR1,1039.0,0.393247178,368.0,0.986628,0.35576443
WDR36,3619.0,0.40459335,117.0,-0.603628,-0.002894073
WDR37,8068.0,0.365587877,173.0,-0.055435,-0.300483045
WDR4,293.0,0.380589271,581.0,0.367215,0.058308512
WDR47,1216.0,0.402106333,376.0,0.365829,-0.029436956
WDR48,1924.0,0.419028298,472.0,-0.808261,-0.138615343
WDR5,1979.0,0.401607191,171.0,0.21289,0.231831733
WDR54,97.0,0.394793766,128.0,-1.659547,-0.692480082
WDR61,197.0,0.411764619,310.0,0.38779,-0.261050371
WDR77,4184.0,0.412330102,139.0,1.244817,-0.290296093
WDR91,4946.0,0.380864599,823.0,1.329224,-0.055270629
WDR92,2520.0,0.427217839,117.0,0.78127,0.188382951
YTHDF1,1279.0,0.384821843,294.0,0.727308,0.386673933
YTHDF3,3082.0,0.406652071,509.0,0.233116,0.437475585
YY1,5192.0,0.440120149,480.0,0.308051,-0.15251161
ZBED1,2221.0,0.457533868,282.0,-0.908227,-0.633997681
ZBTB8OS,1087.0,0.406816332,276.0,-0.212396,-0.359041333
ZC3H12A,768.0,0.421626239,1056.0,0.27228,0.044663851
ZC3H4,2169.0,0.436042942,38.0,0.158257,-0.035656848
ZCCHC10,81.0,0.361883573,67.0,-0.364673,-0.589925027
ZCCHC2,2006.0,0.404185753,0.0,0.003791,0.0361234
ZFP36L1,2846.0,0.395541595,976.0,-0.166183,0.144507584
ZMAT2,1942.0,0.460376067,101.0,-0.027555,0.037867968
ZMIZ2,4165.0,0.419562196,128.0,0.587717,-0.076906533
ZMYM3,1292.0,0.378831729,749.0,0.244307,0.229459187
ZNF207,13817.0,0.386696564,148.0,-0.06606,-0.162396101
ZNF414,113.0,0.422835658,118.0,0.443045,0.181131435
ZNF511,243.0,0.452392726,55.0,-0.16942,-0.288859442
ZNF516,4816.0,0.393186692,318.0,-3.484649,-0.540220815
ZNF622,1298.0,0.463753859,120.0,-0.210176,0.088492255
ZNHIT2,49.0,0.440612513,85.0,-0.09403,-0.178634164
ZNHIT3,419.0,0.425204303,73.0,-0.299986,-0.109200657
ZWINT,4585.0,0.411772707,37.0,1.269551,0.439988877
